AgeGroup,StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,QID1_Browser,QID1_Version,QID1_Operating System,QID1_Resolution,QID10,QID10_3_TEXT,QID9,QID9_6_TEXT,QID6,QID27,QID28,QID14,QID19,QID16,QID29,QID17,QID18,RandomId,IsPlacebo,RecipientAvgTimeToRespond,IP Address,Postal Code,City,Region,Country,CountryCode,SurveyLink,SurveySessionID,CurrentDate,Email,Language,ExternalDataReference
35-45,11/28/2020 11:01,11/28/2020 11:12,IP Address,174.27.142.199,100,620,TRUE,11/28/2020 11:12,R_11daF9sPWlJVKJ4,,,,,43.63389587,-116.2942047,anonymous,EN,0.9,Chrome,87.0.4280.66,Windows NT 10.0,1920x1080,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,Yes,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,91182,YES,,174.27.142.199,83646,Meridian,ID,United States,US,,,2020-11-28T11:12:04-07:00,,,
35-45,11/28/2020 11:05,11/28/2020 11:12,IP Address,73.206.189.188,100,398,TRUE,11/28/2020 11:12,R_3JxX5CFGBcVupgj,,,,,29.82839966,-95.46959686,anonymous,EN,,Chrome,84.0.4147.135,Windows NT 6.3,1366x768,Female,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,72043,YES,,73.206.189.188,77092,Houston,TX,United States,US,,,2020-11-28T11:12:25-07:00,,,
35-45,11/28/2020 11:03,11/28/2020 11:12,IP Address,184.55.148.246,100,547,TRUE,11/28/2020 11:12,R_uwt0jDQLcsWr0zL,,,,,44.18069458,-88.47599792,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 10.0,1920x1080,Male,,Asian,,Bachelor's degree or higher,Employed,Independent / Other,No,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,80573,NO,,184.55.148.246,54956,Neenah,WI,United States,US,,,2020-11-28T11:12:54-07:00,,,
35-45,11/28/2020 11:03,11/28/2020 11:13,IP Address,184.166.91.72,100,557,TRUE,11/28/2020 11:13,R_1lgDriloHvbRwlo,,,,,46.85220337,-114.0214005,anonymous,EN,0.9,Chrome,86.0.4240.111,Windows NT 10.0,1366x768,Male,,White/Caucasian,,High school,Employed,Liberal,Yes,Strongly agree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,79459,YES,,184.166.91.72,59801,Missoula,MT,United States,US,,,2020-11-28T11:13:00-07:00,,,
35-45,11/28/2020 11:06,11/28/2020 11:13,IP Address,73.34.244.175,100,421,TRUE,11/28/2020 11:13,R_3r1yp8PjsXpHOO7,,,,,39.58920288,-105.1359024,anonymous,EN,0.9,Chrome,84.0.4147.125,Windows NT 6.3,1366x768,Female,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,55800,NO,,73.34.244.175,80127,Littleton,CO,United States,US,,,2020-11-28T11:13:19-07:00,,,
35-45,11/28/2020 11:02,11/28/2020 11:13,IP Address,108.77.167.205,100,667,TRUE,11/28/2020 11:13,R_2Tq0WfbFlUxLSsi,,,,,34.03889465,-84.38259888,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 10.0,1280x720,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,29929,YES,,108.77.167.205,30075,Roswell,GA,United States,US,,,2020-11-28T11:13:20-07:00,,,
35-45,11/28/2020 11:01,11/28/2020 11:13,IP Address,76.178.46.134,100,725,TRUE,11/28/2020 11:13,R_2waDnklVlQgBFMF,,,,,33.95489502,-117.6414032,anonymous,EN,0.9,Chrome,86.0.4240.198,CrOS x86_64 13421.99.0,1241x698,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,77291,NO,,76.178.46.134,91708,Chino,CA,United States,US,,,2020-11-28T11:13:24-07:00,,,
35-45,11/28/2020 11:02,11/28/2020 11:14,IP Address,74.138.104.48,100,670,TRUE,11/28/2020 11:14,R_pfmnAN4LJIMWsHD,,,,,38.01519775,-84.48940277,anonymous,EN,0.7,Chrome,84.0.4147.135,Windows NT 6.3,1093x615,Female,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,Yes,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,23855,NO,,74.138.104.48,40502,Lexington,KY,United States,US,,,2020-11-28T11:14:09-07:00,,,
35-45,11/28/2020 11:02,11/28/2020 11:14,IP Address,24.255.55.173,100,744,TRUE,11/28/2020 11:14,R_1g6FiwQF5fxoGjA,,,,,32.89460754,-111.7492981,anonymous,EN,0.9,Chrome,87.0.4280.66,Windows NT 6.1,1366x768,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,45910,YES,,24.255.55.173,85122,Casa Grande,AZ,United States,US,,,2020-11-28T11:14:35-07:00,,,
35-45,11/28/2020 11:01,11/28/2020 11:15,IP Address,104.244.145.206,100,829,TRUE,11/28/2020 11:15,R_2QEOOMmT39WtdkS,,,,,32.14430237,-85.71489716,anonymous,EN,0.9,Chrome,87.0.4280.66,Windows NT 10.0,1920x1080,Female,,Black or African American,,High school,Not Employed,Independent / Other,No,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,40187,YES,,104.244.145.206,36089,Union Springs,AL,United States,US,,,2020-11-28T11:15:23-07:00,,,
35-45,11/28/2020 11:01,11/28/2020 11:15,IP Address,172.11.220.144,100,851,TRUE,11/28/2020 11:15,R_2anxNVVfWLS9caJ,,,,,39.64379883,-84.17430115,anonymous,EN,0.9,Firefox,82,Windows NT 6.1,1280x720,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Independent / Other,No,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,54020,YES,,172.11.220.144,45459,Dayton,OH,United States,US,,,2020-11-28T11:15:39-07:00,,,
35-45,11/28/2020 11:02,11/28/2020 11:16,IP Address,72.192.82.130,100,836,TRUE,11/28/2020 11:16,R_3MMDujdLml10oov,,,,,36.28619385,-95.8227005,anonymous,EN,0.9,Chrome,87.0.4280.66,Windows NT 6.3,1366x768,Male,,Black or African American,,Bachelor's degree or higher,Employed,Conservative,No,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,11094,NO,,72.192.82.130,74055,Owasso,OK,United States,US,,,2020-11-28T11:16:06-07:00,,,
35-45,11/28/2020 11:04,11/28/2020 11:16,IP Address,72.17.88.3,100,720,TRUE,11/28/2020 11:16,R_1itExM0xRKJEEAy,,,,,28.62249756,-81.43170166,anonymous,EN,0.9,Chrome,87.0.4280.66,Windows NT 6.1,1600x900,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,No,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,16474,NO,,72.17.88.3,32810,Orlando,FL,United States,US,,,2020-11-28T11:16:41-07:00,,,
35-45,11/28/2020 11:08,11/28/2020 11:18,IP Address,67.11.170.33,100,582,TRUE,11/28/2020 11:18,R_1gLNIPgHNfjYxu9,,,,,29.52099609,-98.36199951,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 10.0,1600x900,Male,,Hispanic/Latino,,Bachelor's degree or higher,Employed,Conservative,Yes,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,48787,NO,,67.11.170.33,78239,San Antonio,TX,United States,US,,,2020-11-28T11:18:07-07:00,,,
35-45,11/28/2020 11:03,11/28/2020 11:18,IP Address,71.245.180.201,100,927,TRUE,11/28/2020 11:18,R_1Ii3oo9oEqr9MDj,,,,,40.40330505,-80.18419647,anonymous,EN,0.9,Chrome,84.0.4147.125,Windows NT 6.3,1366x768,Male,,Black or African American,,Bachelor's degree or higher,Employed,Liberal,No,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,87007,YES,,71.245.180.201,15136,Pittsburgh,PA,United States,US,,,2020-11-28T11:18:38-07:00,,,
35-45,11/28/2020 11:09,11/28/2020 11:18,IP Address,100.6.7.195,100,554,TRUE,11/28/2020 11:18,R_31MDDEhEe0so6eT,,,,,40.43249512,-79.86299896,anonymous,EN,0.9,Chrome,87.0.4280.67,Macintosh,1680x1050,Female,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,Yes,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,99426,NO,,100.6.7.195,15221,Pittsburgh,PA,United States,US,,,2020-11-28T11:18:56-07:00,,,
35-45,11/28/2020 11:11,11/28/2020 11:20,IP Address,70.172.187.42,100,551,TRUE,11/28/2020 11:20,R_2zUXbKgCZWEWHv2,,,,,41.51899719,-71.16200256,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 10.0,1536x864,Female,,White/Caucasian,,High school,Employed,Liberal,Yes,Somewhat agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,32489,YES,,70.172.187.42,2837,Little Compton,RI,United States,US,,,2020-11-28T11:20:24-07:00,,,
35-45,11/28/2020 11:11,11/28/2020 11:20,IP Address,45.36.143.166,100,533,TRUE,11/28/2020 11:20,R_2b1V9laDjkSB1Hv,,,,,36.14300537,-80.30729675,anonymous,EN,0.3,Chrome,87.0.4280.66,Windows NT 10.0,1920x1080,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Independent / Other,No,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,28882,NO,,45.36.143.166,27106,Winston-Salem,NC,United States,US,,,2020-11-28T11:20:51-07:00,,,
35-45,11/28/2020 11:11,11/28/2020 11:23,IP Address,69.143.116.11,100,771,TRUE,11/28/2020 11:23,R_1CC76ygFu1SbIul,,,,,38.99940491,-77.03359985,anonymous,EN,0.9,Chrome,85.0.4183.121,Windows NT 10.0,1600x900,Female,,Hispanic/Latino,,Bachelor's degree or higher,Employed,Conservative,Yes,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,31576,NO,,69.143.116.11,20901,Silver Spring,MD,United States,US,,,2020-11-28T11:23:53-07:00,,,
35-45,11/28/2020 11:13,11/28/2020 11:24,IP Address,99.40.165.92,100,633,TRUE,11/28/2020 11:24,R_1K3X94y3d8oDBvS,,,,,28.91070557,-81.1957016,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 10.0,1366x768,Female,,White/Caucasian,,High school,Employed,Conservative,Yes,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,50332,YES,,99.40.165.92,32738,Deltona,FL,United States,US,,,2020-11-28T11:24:04-07:00,,,
35-45,11/28/2020 11:13,11/28/2020 11:24,IP Address,70.171.78.23,100,645,TRUE,11/28/2020 11:24,R_2WMEvB2kXrXLGNl,,,,,30.00390625,-90.12290192,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 6.3,1366x768,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,54418,YES,,70.171.78.23,70001,Metairie,LA,United States,US,,,2020-11-28T11:24:40-07:00,,,
35-45,11/28/2020 11:15,11/28/2020 11:24,IP Address,47.16.153.114,100,583,TRUE,11/28/2020 11:24,R_2YMo5kNjEhgZhHK,,,,,40.8822937,-74.21520233,anonymous,EN,0.9,Chrome,87.0.4280.66,Windows NT 10.0,1920x1080,Female,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,Yes,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,42324,YES,,47.16.153.114,7424,Little Falls,NJ,United States,US,,,2020-11-28T11:24:53-07:00,,,
35-45,11/28/2020 11:13,11/28/2020 11:25,IP Address,107.242.117.49,100,706,TRUE,11/28/2020 11:25,R_XYgR6cIXJFTNvuF,,,,,40.83120728,-73.90670013,anonymous,EN,0.9,Firefox,82,Windows NT 10.0,1920x1080,Male,,White/Caucasian,,Some college,Not Employed,Independent / Other,No,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,14715,NO,,107.242.117.49,10456,The Bronx,NY,United States,US,,,2020-11-28T11:25:34-07:00,,,
35-45,11/28/2020 11:15,11/28/2020 11:26,IP Address,108.219.50.209,100,614,TRUE,11/28/2020 11:26,R_1gjcpQcpGkhBSYN,,,,,39.0151062,-95.64019775,anonymous,EN,0.9,Chrome,87.0.4280.66,Windows NT 10.0,1920x1080,Female,,Other,multiracial,Bachelor's degree or higher,Employed,Conservative,Yes,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,36879,NO,,108.219.50.209,66609,Topeka,KS,United States,US,,,2020-11-28T11:26:07-07:00,,,
35-45,11/28/2020 11:07,11/28/2020 11:26,IP Address,196.17.66.49,100,1120,TRUE,11/28/2020 11:26,R_1KwBU5aQql99z3E,,,,,34.05439758,-118.2440033,anonymous,EN,,Chrome,86.0.4240.198,Windows NT 6.1,1024x600,Female,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,76796,NO,,196.17.66.49,90009,Los Angeles,CA,United States,US,,,2020-11-28T11:26:10-07:00,,,
35-45,11/28/2020 11:19,11/28/2020 11:29,IP Address,67.190.14.97,100,566,TRUE,11/28/2020 11:29,R_2Y8FT7sxFQV7wxS,,,,,38.38699341,-104.7791977,anonymous,EN,0.9,Chrome,87.0.4280.66,Windows NT 10.0,1366x768,Female,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,No,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,86259,YES,,67.190.14.97,81003,Pueblo,CO,United States,US,,,2020-11-28T11:29:25-07:00,,,
35-45,11/28/2020 11:26,11/28/2020 11:35,IP Address,165.225.39.88,100,527,TRUE,11/28/2020 11:35,R_R32BxesLJMigdAB,,,,,40.76519775,-73.95880127,anonymous,EN,0.9,Chrome,86.0.4240.75,Windows NT 10.0,1920x1080,Male,,Asian,,Bachelor's degree or higher,Employed,Liberal,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,84926,NO,,165.225.39.88,10003,New York,NY,United States,US,,,2020-11-28T11:35:14-07:00,,,
35-45,11/28/2020 11:36,11/28/2020 11:46,IP Address,97.71.158.163,100,603,TRUE,11/28/2020 11:46,R_1eY2iqcwYdwho2s,,,,,28.25309753,-81.65090179,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 10.0,1368x912,Male,,Black or African American,,Some college,Employed,Conservative,Yes,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,17798,YES,,97.71.158.163,33896,Davenport,FL,United States,US,,,2020-11-28T11:46:17-07:00,,,
35-45,11/28/2020 11:36,11/28/2020 11:47,IP Address,67.245.112.210,100,649,TRUE,11/28/2020 11:47,R_3MtByiotfQfPRzM,,,,,40.78520203,-73.80979919,anonymous,EN,0.9,Chrome,86.0.4240.193,Windows NT 10.0,1366x768,Female,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,No,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,20788,NO,,67.245.112.210,11355,Queens,NY,United States,US,,,2020-11-28T11:47:27-07:00,,,
35-45,11/28/2020 11:41,11/28/2020 11:47,IP Address,73.14.3.138,100,364,TRUE,11/28/2020 11:47,R_2vkXS9BqX7V8tZr,,,,,39.19650269,-106.8228989,anonymous,EN,0.9,Chrome,87.0.4280.66,Windows NT 6.3,1093x615,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,Yes,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,98337,YES,,73.14.3.138,81611,Aspen,CO,United States,US,,,2020-11-28T11:47:55-07:00,,,
35-45,11/28/2020 11:36,11/28/2020 11:48,IP Address,98.214.234.47,100,689,TRUE,11/28/2020 11:48,R_2TMHgy6LyISYJnT,,,,,39.86160278,-88.9355011,anonymous,EN,0.9,Edge,84.0.522.52,Windows NT 10.0,1920x1080,Male,,White/Caucasian,,High school,Employed,Liberal,No,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,31746,YES,,98.214.234.47,62526,Decatur,IL,United States,US,,,2020-11-28T11:48:13-07:00,,,
35-45,11/28/2020 11:48,11/28/2020 11:57,IP Address,67.163.202.164,100,533,TRUE,11/28/2020 11:57,R_OvB9SXXbqgwP6ZH,,,,,39.6519928,-79.94439697,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 10.0,1600x900,Female,,White/Caucasian,,Bachelor's degree or higher,Not Employed,Conservative,No,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,27788,NO,,67.163.202.164,26505,Morgantown,WV,United States,US,,,2020-11-28T11:57:18-07:00,,,
35-45,11/28/2020 11:47,11/28/2020 11:58,IP Address,108.250.141.196,100,668,TRUE,11/28/2020 11:58,R_1jVy8jxe05bJqRY,,,,,37.16799927,-93.30390167,anonymous,EN,0.9,Chrome,86.0.4240.198,CrOS x86_64 13421.99.0,1366x768,Male,,White/Caucasian,,High school,Employed,Liberal,Yes,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,25294,NO,,108.250.141.196,65807,Springfield,MO,United States,US,,,2020-11-28T11:58:34-07:00,,,
35-45,11/28/2020 12:07,11/28/2020 12:10,IP Address,24.208.188.198,100,215,TRUE,11/28/2020 12:10,R_2h1FNXe7uNMA2jf,,,,,40.74159241,-84.15219879,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 10.0,1920x1080,Male,,White/Caucasian,,Some college,Employed,Conservative,Yes,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,36055,YES,,24.208.188.198,45805,Lima,OH,United States,US,,,2020-11-28T12:10:45-07:00,,,
35-45,11/28/2020 12:26,11/28/2020 12:35,IP Address,162.199.164.185,100,544,TRUE,11/28/2020 12:35,R_wRD7yULxjNRn1rH,,,,,33.19760132,-96.61779785,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 10.0,1536x864,Male,,Hispanic/Latino,,Bachelor's degree or higher,Employed,Liberal,Yes,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,71440,NO,,162.199.164.185,75069,McKinney,TX,United States,US,,,2020-11-28T12:35:27-07:00,,,
35-45,11/28/2020 12:18,11/28/2020 12:36,IP Address,174.105.231.60,100,1057,TRUE,11/28/2020 12:36,R_yUTQ3Z6qImGI6MV,,,,,39.12640381,-83.00489807,anonymous,EN,0.9,Chrome,86.0.4240.183,Windows NT 6.3,1093x615,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,97130,YES,,174.105.231.60,45690,Waverly,OH,United States,US,,,2020-11-28T12:36:23-07:00,,,
35-45,11/28/2020 12:31,11/28/2020 12:40,IP Address,72.15.104.170,100,536,TRUE,11/28/2020 12:40,R_RePvE7OWKviO8pj,,,,,40.02330017,-83.08589935,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 10.0,1600x900,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Independent / Other,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,15838,NO,,72.15.104.170,43221,Columbus,OH,United States,US,,,2020-11-28T12:40:38-07:00,,,
35-45,11/28/2020 13:04,11/28/2020 13:19,IP Address,75.132.176.211,100,952,TRUE,11/28/2020 13:19,R_31LroRjFwgXm6yl,,,,,38.68310547,-89.98419952,anonymous,EN,0.9,Chrome,87.0.4280.66,Windows NT 10.0,1536x864,Female,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,97235,YES,,75.132.176.211,62269,O'Fallon,IL,United States,US,,,2020-11-28T13:19:56-07:00,,,
35-45,11/28/2020 13:11,11/28/2020 13:21,IP Address,45.36.240.171,100,567,TRUE,11/28/2020 13:21,R_DTyl2wqk7JoSDIZ,,,,,36.021698,-79.7838974,anonymous,EN,0.9,Chrome,86.0.4240.111,Macintosh,1920x1080,Female,,White/Caucasian,,High school,Not Employed,Liberal,No,Strongly agree,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,53828,NO,,45.36.240.171,27406,Greensboro,NC,United States,US,,,2020-11-28T13:21:11-07:00,,,
45-55,11/28/2020 11:06,11/28/2020 11:09,IP Address,23.242.230.229,100,210,TRUE,11/28/2020 11:09,R_2QXNDX6JrcyS6cZ,,,,,33.873703,-118.2360001,anonymous,EN,0.9,Firefox,82,Windows NT 6.1,1366x768,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,58032,NO,,23.242.230.229,90220,Compton,CA,United States,US,,,2020-11-28T11:09:32-07:00,,,
45-55,11/28/2020 11:04,11/28/2020 11:09,IP Address,72.204.38.125,100,307,TRUE,11/28/2020 11:09,R_udYUNIgsn3totax,,,,,36.17379761,-94.04660034,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 6.3,1024x768,Female,,Hispanic/Latino,,Bachelor's degree or higher,Employed,Liberal,Yes,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,87510,YES,,72.204.38.125,72764,Springdale,AR,United States,US,,,2020-11-28T11:09:34-07:00,,,
45-55,11/28/2020 11:02,11/28/2020 11:09,IP Address,71.220.176.252,100,431,TRUE,11/28/2020 11:09,R_3oZ0QA35EoWPiK5,,,,,30.456604,-84.32230377,anonymous,EN,0.7,Chrome,87.0.4280.66,Windows NT 10.0,1440x900,Female,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,33137,NO,,71.220.176.252,32304,Tallahassee,FL,United States,US,,,2020-11-28T11:09:47-07:00,,,
45-55,11/28/2020 11:02,11/28/2020 11:10,IP Address,72.185.190.207,100,503,TRUE,11/28/2020 11:10,R_1d63cs0HIhrumGI,,,,,28.24020386,-82.69999695,anonymous,EN,0.9,Chrome,87.0.4280.66,Windows NT 10.0,1080x1920,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,89072,YES,,72.185.190.207,34653,New Port Richey,FL,United States,US,,,2020-11-28T11:10:45-07:00,,,
45-55,11/28/2020 11:03,11/28/2020 11:11,IP Address,75.85.96.199,100,491,TRUE,11/28/2020 11:11,R_XYOCdjW8JnQ7AD7,,,,,21.43370056,-158.1766968,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 6.3,1366x768,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,Yes,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,64947,YES,,75.85.96.199,96792,Waianae,HI,United States,US,,,2020-11-28T11:11:15-07:00,,,
45-55,11/28/2020 11:02,11/28/2020 11:11,IP Address,136.29.7.209,100,531,TRUE,11/28/2020 11:11,R_1E0wloykGAfwewh,,,,,39.72770691,-104.9814987,anonymous,EN,0.9,Chrome,86.0.4240.198,Macintosh,1024x640,Female,,Asian,,Bachelor's degree or higher,Employed,Independent / Other,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,19932,YES,,136.29.7.209,80203,Denver,CO,United States,US,,,2020-11-28T11:11:16-07:00,,,
45-55,11/28/2020 11:03,11/28/2020 11:12,IP Address,72.132.148.59,100,561,TRUE,11/28/2020 11:12,R_1iteDcBbOP4t1Q2,,,,,33.92419434,-116.8853989,anonymous,EN,0.7,Chrome,87.0.4280.66,Windows NT 10.0,1600x900,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,53819,YES,,72.132.148.59,92220,Banning,CA,United States,US,,,2020-11-28T11:12:32-07:00,,,
45-55,11/28/2020 11:05,11/28/2020 11:12,IP Address,194.110.112.164,100,439,TRUE,11/28/2020 11:12,R_1hznrB86HKqA7Qo,,,,,32.78889465,-96.80210114,anonymous,EN,0.9,Chrome,81.0.4044.138,Linux,360x800,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Conservative,Yes,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,70002,YES,,194.110.112.164,75201,Dallas,TX,United States,US,,,2020-11-28T11:12:37-07:00,,,
45-55,11/28/2020 11:03,11/28/2020 11:12,IP Address,98.36.155.160,100,571,TRUE,11/28/2020 11:12,R_1LG70eIkXfmg7Ai,,,,,38.42720032,-121.4420013,anonymous,EN,0.9,Chrome,86.0.4240.198,Windows NT 10.0,1920x1080,Female,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,Yes,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,67223,NO,,98.36.155.160,95758,Elk Grove,CA,United States,US,,,2020-11-28T11:12:48-07:00,,,
45-55,11/28/2020 11:03,11/28/2020 11:13,IP Address,73.161.247.123,100,613,TRUE,11/28/2020 11:13,R_3jThXAf82Th3w9u,,,,,42.72390747,-83.42320251,anonymous,EN,0.9,Firefox,83,Windows NT 10.0,2560x1440,Male,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,No,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,78613,YES,,73.161.247.123,48346,Clarkston,MI,United States,US,,,2020-11-28T11:13:21-07:00,,,
45-55,11/28/2020 11:03,11/28/2020 11:13,IP Address,71.79.225.153,100,624,TRUE,11/28/2020 11:13,R_3ksMeXB0O90opnp,,,,,40.00349426,-82.67259979,anonymous,EN,0.9,Opera,71.0.3770.284,Windows NT 6.1,1024x820,Male,,White/Caucasian,,High school,Employed,Independent / Other,No,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,12103,YES,,71.79.225.153,43062,Pataskala,OH,United States,US,,,2020-11-28T11:13:48-07:00,,,
45-55,11/28/2020 11:03,11/28/2020 11:14,IP Address,68.40.38.242,100,667,TRUE,11/28/2020 11:14,R_9S1MWxyT2R4Da7L,,,,,42.21960449,-83.604599,anonymous,EN,0.9,Chrome,87.0.4280.66,Windows NT 10.0,1536x864,Female,,White/Caucasian,,Bachelor's degree or higher,Employed,Liberal,No,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,69694,NO,,68.40.38.242,48197,Ypsilanti,MI,United States,US,,,2020-11-28T11:14:36-07:00,,,
