StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,LocationLatitude,LocationLongitude,Q_RecaptchaScore,Gender,Gender-Other,AgeGroup,Ethnicity,Ethnicity-Other,Education,Employed,PoliticalBelief,ChronicPain,OpiodsDeathsIncreasing,AssignmentGroup,MC_DesireToLearn,MC_PortrayedHarm,MC_MisInfo,MC_Addictive,RandomId,IPAddress,Postal Code,City,Region,Country,CountryCode,CurrentDate,MC_Legal
11/28/2020 11:02,11/28/2020 11:16,100,836,TRUE,11/28/2020 11:16,R_3MMDujdLml10oov,36.28619385,-95.8227005,0.9,Male,,35-45,Black or African Am.,,>=Bachelor's degree,Yes,Conservative,0,Strongly agree,Treatment,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,11094,70-14-d1-e6-ff-7f-18-c9-c4-83-56-38-5b-c2-fa-b3,74055,Owasso,OK,United States,US,2020-11-28T11:16:06-07:00,Legal
11/28/2020 11:04,11/28/2020 11:16,100,720,TRUE,11/28/2020 11:16,R_1itExM0xRKJEEAy,28.62249756,-81.43170166,0.9,Male,,35-45,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,0,Strongly agree,Treatment,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,16474,c4-f6-dd-85-da-73-60-fa-17-1a-14-29-5b-1d-97-2a,32810,Orlando,FL,United States,US,2020-11-28T11:16:41-07:00,Legal
11/28/2020 11:08,11/28/2020 11:18,100,582,TRUE,11/28/2020 11:18,R_1gLNIPgHNfjYxu9,29.52099609,-98.36199951,0.9,Male,,35-45,Hispanic/Latino,,>=Bachelor's degree,Yes,Conservative,1,Neither agree nor disagree,Treatment,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,48787,8a-b6-9c-73-0-20-2f-2-21-f8-36-db-a6-a3-42-88,78239,San Antonio,TX,United States,US,2020-11-28T11:18:07-07:00,Legal
11/28/2020 11:03,11/28/2020 11:18,100,927,TRUE,11/28/2020 11:18,R_1Ii3oo9oEqr9MDj,40.40330505,-80.18419647,0.9,Male,,35-45,Black or African Am.,,>=Bachelor's degree,Yes,Liberal,0,Strongly agree,Placebo,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,87007,c3-f3-ec-23-b7-15-b7-d-ac-85-1d-80-f7-2c-bb-ae,15136,Pittsburgh,PA,United States,US,2020-11-28T11:18:38-07:00,Legal
11/28/2020 11:09,11/28/2020 11:18,100,554,TRUE,11/28/2020 11:18,R_31MDDEhEe0so6eT,40.43249512,-79.86299896,0.9,Female,,35-45,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,1,Strongly agree,Treatment,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,99426,ad-cc-ea-8b-e0-98-bb-e7-4d-d0-9c-41-18-fa-b9-f2,15221,Pittsburgh,PA,United States,US,2020-11-28T11:18:56-07:00,Legal
11/28/2020 11:11,11/28/2020 11:20,100,551,TRUE,11/28/2020 11:20,R_2zUXbKgCZWEWHv2,41.51899719,-71.16200256,0.9,Female,,35-45,White/Caucasian,,High school,Yes,Liberal,1,Somewhat agree,Placebo,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,32489,ac-5-4e-2e-56-18-7a-3-84-a5-64-10-b5-70-72-ea,2837,Little Compton,RI,United States,US,2020-11-28T11:20:24-07:00,Legal
11/28/2020 11:11,11/28/2020 11:20,100,533,TRUE,11/28/2020 11:20,R_2b1V9laDjkSB1Hv,36.14300537,-80.30729675,0.3,Male,,35-45,White/Caucasian,,>=Bachelor's degree,Yes,Ind./Other,0,Somewhat agree,Treatment,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,28882,0-6a-16-fc-38-69-53-20-f1-1f-c9-9e-ed-2f-7-b2,27106,Winston-Salem,NC,United States,US,2020-11-28T11:20:51-07:00,Illegal
11/28/2020 11:11,11/28/2020 11:23,100,771,TRUE,11/28/2020 11:23,R_1CC76ygFu1SbIul,38.99940491,-77.03359985,0.9,Female,,35-45,Hispanic/Latino,,>=Bachelor's degree,Yes,Conservative,1,Strongly agree,Treatment,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,31576,8f-f8-c7-5d-9d-3e-29-58-39-67-83-bc-de-85-ec-a8,20901,Silver Spring,MD,United States,US,2020-11-28T11:23:53-07:00,Legal
11/28/2020 11:13,11/28/2020 11:24,100,633,TRUE,11/28/2020 11:24,R_1K3X94y3d8oDBvS,28.91070557,-81.1957016,0.9,Female,,35-45,White/Caucasian,,High school,Yes,Conservative,1,Strongly agree,Placebo,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,50332,f6-50-d9-73-22-d2-a6-2d-46-1a-f8-87-cd-56-ec-61,32738,Deltona,FL,United States,US,2020-11-28T11:24:04-07:00,Legal
11/28/2020 11:13,11/28/2020 11:24,100,645,TRUE,11/28/2020 11:24,R_2WMEvB2kXrXLGNl,30.00390625,-90.12290192,0.9,Male,,35-45,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Somewhat agree,Placebo,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,54418,f7-67-d9-88-17-cc-ec-96-3e-c4-9e-d1-87-12-9-7d,70001,Metairie,LA,United States,US,2020-11-28T11:24:40-07:00,Legal
11/28/2020 11:15,11/28/2020 11:24,100,583,TRUE,11/28/2020 11:24,R_2YMo5kNjEhgZhHK,40.8822937,-74.21520233,0.9,Female,,35-45,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,1,Strongly agree,Placebo,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,42324,52-bc-0-8-71-54-63-d6-25-ca-ad-11-da-94-33-21,7424,Little Falls,NJ,United States,US,2020-11-28T11:24:53-07:00,Legal
11/28/2020 11:13,11/28/2020 11:25,100,706,TRUE,11/28/2020 11:25,R_XYgR6cIXJFTNvuF,40.83120728,-73.90670013,0.9,Male,,35-45,White/Caucasian,,Some college,No,Ind./Other,0,Strongly agree,Treatment,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,14715,41-cd-81-74-51-fd-76-18-58-76-5-f0-e4-9b-75-ab,10456,The Bronx,NY,United States,US,2020-11-28T11:25:34-07:00,Legal
11/28/2020 11:15,11/28/2020 11:26,100,614,TRUE,11/28/2020 11:26,R_1gjcpQcpGkhBSYN,39.0151062,-95.64019775,0.9,Female,,35-45,Other,multiracial,>=Bachelor's degree,Yes,Conservative,1,Neither agree nor disagree,Treatment,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,36879,8f-72-2-1f-64-e6-ea-9f-fd-39-12-cd-5a-92-64-6b,66609,Topeka,KS,United States,US,2020-11-28T11:26:07-07:00,Illegal
11/28/2020 11:07,11/28/2020 11:26,100,1120,TRUE,11/28/2020 11:26,R_1KwBU5aQql99z3E,34.05439758,-118.2440033,0.5,Female,,35-45,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Somewhat agree,Treatment,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,76796,2-9-2b-dd-e9-cb-c7-ae-b9-3-79-39-b8-e8-76-d0,90009,Los Angeles,CA,United States,US,2020-11-28T11:26:10-07:00,Legal
11/28/2020 11:19,11/28/2020 11:29,100,566,TRUE,11/28/2020 11:29,R_2Y8FT7sxFQV7wxS,38.38699341,-104.7791977,0.9,Female,,35-45,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,0,Somewhat agree,Placebo,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,86259,f-ee-69-29-ee-eb-d7-50-81-4e-e8-6e-4-cc-e7-1c,81003,Pueblo,CO,United States,US,2020-11-28T11:29:25-07:00,Legal
11/28/2020 11:26,11/28/2020 11:35,100,527,TRUE,11/28/2020 11:35,R_R32BxesLJMigdAB,40.76519775,-73.95880127,0.9,Male,,35-45,Asian,,>=Bachelor's degree,Yes,Liberal,0,Somewhat agree,Treatment,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,84926,f4-bd-6b-cf-8a-2d-2b-97-b6-1b-8c-2f-b4-f9-d3-7d,10003,New York,NY,United States,US,2020-11-28T11:35:14-07:00,Legal
11/28/2020 11:36,11/28/2020 11:46,100,603,TRUE,11/28/2020 11:46,R_1eY2iqcwYdwho2s,28.25309753,-81.65090179,0.9,Male,,35-45,Black or African Am.,,Some college,Yes,Conservative,1,Strongly agree,Placebo,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,17798,41-4a-66-11-d4-aa-be-36-1a-9f-bc-6d-31-63-fb-fa,33896,Davenport,FL,United States,US,2020-11-28T11:46:17-07:00,Legal
11/28/2020 11:36,11/28/2020 11:47,100,649,TRUE,11/28/2020 11:47,R_3MtByiotfQfPRzM,40.78520203,-73.80979919,0.9,Female,,35-45,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,0,Somewhat agree,Treatment,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,20788,fb-29-5e-fa-1-63-77-b7-7f-1-c3-90-37-a3-57-18,11355,Queens,NY,United States,US,2020-11-28T11:47:27-07:00,Legal
11/28/2020 11:41,11/28/2020 11:47,100,364,TRUE,11/28/2020 11:47,R_2vkXS9BqX7V8tZr,39.19650269,-106.8228989,0.9,Male,,35-45,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,1,Strongly agree,Placebo,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,98337,ad-d0-d9-fc-13-1a-e8-da-72-37-d2-19-fb-2-49-ac,81611,Aspen,CO,United States,US,2020-11-28T11:47:55-07:00,Legal
11/28/2020 11:36,11/28/2020 11:48,100,689,TRUE,11/28/2020 11:48,R_2TMHgy6LyISYJnT,39.86160278,-88.9355011,0.9,Male,,35-45,White/Caucasian,,High school,Yes,Liberal,0,Somewhat disagree,Placebo,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,31746,6e-32-a5-ec-de-71-89-3b-5b-3a-12-19-58-a4-9b-85,62526,Decatur,IL,United States,US,2020-11-28T11:48:13-07:00,Legal
11/28/2020 11:48,11/28/2020 11:57,100,533,TRUE,11/28/2020 11:57,R_OvB9SXXbqgwP6ZH,39.6519928,-79.94439697,0.9,Female,,35-45,White/Caucasian,,>=Bachelor's degree,No,Conservative,0,Somewhat agree,Treatment,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,27788,3f-da-18-51-65-b7-cf-3-53-89-d0-c8-e4-3d-16-2d,26505,Morgantown,WV,United States,US,2020-11-28T11:57:18-07:00,Legal
11/28/2020 11:47,11/28/2020 11:58,100,668,TRUE,11/28/2020 11:58,R_1jVy8jxe05bJqRY,37.16799927,-93.30390167,0.9,Male,,35-45,White/Caucasian,,High school,Yes,Liberal,1,Strongly agree,Treatment,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,25294,77-7a-73-a2-c6-9d-ae-59-d1-75-ac-b7-33-a8-47-a2,65807,Springfield,MO,United States,US,2020-11-28T11:58:34-07:00,Legal
11/28/2020 12:07,11/28/2020 12:10,100,215,TRUE,11/28/2020 12:10,R_2h1FNXe7uNMA2jf,40.74159241,-84.15219879,0.9,Male,,35-45,White/Caucasian,,Some college,Yes,Conservative,1,Strongly agree,Placebo,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,36055,88-aa-e5-55-b4-7c-e8-56-a7-bc-d6-52-f9-29-99-5b,45805,Lima,OH,United States,US,2020-11-28T12:10:45-07:00,Legal
11/28/2020 12:26,11/28/2020 12:35,100,544,TRUE,11/28/2020 12:35,R_wRD7yULxjNRn1rH,33.19760132,-96.61779785,0.9,Male,,35-45,Hispanic/Latino,,>=Bachelor's degree,Yes,Liberal,1,Somewhat agree,Treatment,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,71440,bd-11-c4-66-94-6e-ea-b6-7f-5d-df-f2-83-7a-96-2f,75069,McKinney,TX,United States,US,2020-11-28T12:35:27-07:00,Legal
11/28/2020 12:18,11/28/2020 12:36,100,1057,TRUE,11/28/2020 12:36,R_yUTQ3Z6qImGI6MV,39.12640381,-83.00489807,0.9,Male,,35-45,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,1,Strongly agree,Placebo,Strongly agree,Strongly agree,Strongly agree,Strongly agree,97130,24-35-f-82-38-0-30-25-25-b2-19-f6-3e-1b-70-35,45690,Waverly,OH,United States,US,2020-11-28T12:36:23-07:00,Legal
11/28/2020 12:31,11/28/2020 12:40,100,536,TRUE,11/28/2020 12:40,R_RePvE7OWKviO8pj,40.02330017,-83.08589935,0.9,Male,,35-45,White/Caucasian,,>=Bachelor's degree,Yes,Ind./Other,1,Somewhat agree,Treatment,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,15838,e7-f1-56-66-2-40-18-c0-d0-74-81-23-3b-3c-31-c9,43221,Columbus,OH,United States,US,2020-11-28T12:40:38-07:00,Legal
11/28/2020 13:04,11/28/2020 13:19,100,952,TRUE,11/28/2020 13:19,R_31LroRjFwgXm6yl,38.68310547,-89.98419952,0.9,Female,,35-45,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Somewhat agree,Placebo,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,97235,3d-a5-13-b0-a7-d1-71-39-a7-7b-5d-7d-8c-b1-1a-12,62269,O'Fallon,IL,United States,US,2020-11-28T13:19:56-07:00,Legal
11/28/2020 13:11,11/28/2020 13:21,100,567,TRUE,11/28/2020 13:21,R_DTyl2wqk7JoSDIZ,36.021698,-79.7838974,0.9,Female,,35-45,White/Caucasian,,High school,No,Liberal,0,Strongly agree,Treatment,Somewhat disagree,Strongly disagree,Strongly agree,Somewhat agree,53828,34-43-64-bd-1b-b2-4c-c9-de-e3-21-6b-84-bd-e5-db,27406,Greensboro,NC,United States,US,2020-11-28T13:21:11-07:00,Illegal
11/28/2020 11:06,11/28/2020 11:09,100,210,TRUE,11/28/2020 11:09,R_2QXNDX6JrcyS6cZ,33.873703,-118.2360001,0.9,Male,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Somewhat agree,Treatment,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,58032,89-58-83-a1-d8-a1-92-0-79-99-88-f6-a3-44-89-cc,90220,Compton,CA,United States,US,2020-11-28T11:09:32-07:00,Legal
11/28/2020 11:04,11/28/2020 11:09,100,307,TRUE,11/28/2020 11:09,R_udYUNIgsn3totax,36.17379761,-94.04660034,0.9,Female,,45-55,Hispanic/Latino,,>=Bachelor's degree,Yes,Liberal,1,Strongly agree,Placebo,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,87510,51-9b-18-49-9d-c9-29-4f-76-90-ae-a4-b3-59-29-69,72764,Springdale,AR,United States,US,2020-11-28T11:09:34-07:00,Legal
11/28/2020 11:02,11/28/2020 11:09,100,431,TRUE,11/28/2020 11:09,R_3oZ0QA35EoWPiK5,30.456604,-84.32230377,0.7,Female,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Strongly agree,Treatment,Somewhat agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,33137,b6-fb-6e-5d-d6-bf-5a-e4-84-6f-30-8-81-8f-c4-e7,32304,Tallahassee,FL,United States,US,2020-11-28T11:09:47-07:00,Legal
11/28/2020 11:02,11/28/2020 11:10,100,503,TRUE,11/28/2020 11:10,R_1d63cs0HIhrumGI,28.24020386,-82.69999695,0.9,Male,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Somewhat agree,Placebo,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,89072,a7-73-82-ec-80-85-5e-c9-21-23-41-a0-60-2c-df-72,34653,New Port Richey,FL,United States,US,2020-11-28T11:10:45-07:00,Legal
11/28/2020 11:03,11/28/2020 11:11,100,491,TRUE,11/28/2020 11:11,R_XYOCdjW8JnQ7AD7,21.43370056,-158.1766968,0.9,Male,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,1,Somewhat agree,Placebo,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,64947,fb-3f-8f-5f-5d-6b-4a-24-40-45-2d-1a-79-29-f4-d0,96792,Waianae,HI,United States,US,2020-11-28T11:11:15-07:00,Legal
11/28/2020 11:02,11/28/2020 11:11,100,531,TRUE,11/28/2020 11:11,R_1E0wloykGAfwewh,39.72770691,-104.9814987,0.9,Female,,45-55,Asian,,>=Bachelor's degree,Yes,Ind./Other,1,Strongly agree,Placebo,Strongly agree,Strongly agree,Strongly agree,Strongly agree,19932,51-8d-cc-6b-5-f8-4a-40-82-35-1d-e-15-38-5e-be,80203,Denver,CO,United States,US,2020-11-28T11:11:16-07:00,Legal
11/28/2020 11:03,11/28/2020 11:12,100,561,TRUE,11/28/2020 11:12,R_1iteDcBbOP4t1Q2,33.92419434,-116.8853989,0.7,Male,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Strongly agree,Placebo,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,53819,50-e3-18-e8-b6-df-55-b0-b2-2-e5-2c-85-9d-3d-be,92220,Banning,CA,United States,US,2020-11-28T11:12:32-07:00,Legal
11/28/2020 11:05,11/28/2020 11:12,100,439,TRUE,11/28/2020 11:12,R_1hznrB86HKqA7Qo,32.78889465,-96.80210114,0.9,Male,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Somewhat agree,Placebo,Strongly agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,70002,a0-8c-83-59-bc-c2-a6-be-58-a0-9-d6-46-a-72-f0,75201,Dallas,TX,United States,US,2020-11-28T11:12:37-07:00,Legal
11/28/2020 11:03,11/28/2020 11:12,100,571,TRUE,11/28/2020 11:12,R_1LG70eIkXfmg7Ai,38.42720032,-121.4420013,0.9,Female,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,1,Somewhat agree,Treatment,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,67223,2d-16-2b-4c-3e-57-eb-4c-ce-98-eb-82-9e-91-8e-4b,95758,Elk Grove,CA,United States,US,2020-11-28T11:12:48-07:00,Legal
11/28/2020 11:03,11/28/2020 11:13,100,613,TRUE,11/28/2020 11:13,R_3jThXAf82Th3w9u,42.72390747,-83.42320251,0.9,Male,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,0,Strongly agree,Placebo,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,78613,36-e7-5b-b8-21-84-31-c4-99-31-cd-27-ec-74-89-e3,48346,Clarkston,MI,United States,US,2020-11-28T11:13:21-07:00,Legal
11/28/2020 11:03,11/28/2020 11:13,100,624,TRUE,11/28/2020 11:13,R_3ksMeXB0O90opnp,40.00349426,-82.67259979,0.9,Male,,45-55,White/Caucasian,,High school,Yes,Ind./Other,0,Strongly agree,Placebo,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,12103,81-d6-b4-bd-c-ba-1d-24-aa-d8-6c-25-79-ff-d7-16,43062,Pataskala,OH,United States,US,2020-11-28T11:13:48-07:00,Legal
11/28/2020 11:03,11/28/2020 11:14,100,667,TRUE,11/28/2020 11:14,R_9S1MWxyT2R4Da7L,42.21960449,-83.604599,0.9,Female,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,0,Strongly agree,Treatment,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,69694,13-55-d6-d5-2b-7d-a0-a2-f0-7b-6c-2e-ff-72-3f-9e,48197,Ypsilanti,MI,United States,US,2020-11-28T11:14:36-07:00,Legal
11/28/2020 11:03,11/28/2020 11:15,100,685,TRUE,11/28/2020 11:15,R_293Kne4GFVD58yk,41.58760071,-93.61940002,0.9,Male,,45-55,Hispanic/Latino,,>=Bachelor's degree,Yes,Liberal,1,Neither agree nor disagree,Placebo,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,91194,af-44-d5-f0-f5-39-80-8b-7b-ee-e4-ec-16-54-ab-cd,50309,Des Moines,IA,United States,US,2020-11-28T11:15:05-07:00,Legal
11/28/2020 11:03,11/28/2020 11:15,100,703,TRUE,11/28/2020 11:15,R_vxELndl6FLRm6dP,44.09689331,-70.18630219,0.7,Female,,45-55,White/Caucasian,,Some college,Yes,Conservative,1,Somewhat disagree,Treatment,Strongly agree,Strongly disagree,Somewhat agree,Somewhat agree,10854,84-3c-b0-92-45-f0-b0-53-7e-47-13-1b-a6-4f-46-60,4240,Lewiston,ME,United States,US,2020-11-28T11:15:11-07:00,Legal
11/28/2020 11:05,11/28/2020 11:15,100,611,TRUE,11/28/2020 11:15,R_2sbcdyhkT7ErbOF,33.39500427,-86.83480072,0.5,Female,,45-55,Hispanic/Latino,,>=Bachelor's degree,Yes,Conservative,1,Strongly agree,Treatment,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,31487,f6-a1-a2-49-46-d-ef-f1-1a-50-a1-bc-94-dd-d7-de,35216,Birmingham,AL,United States,US,2020-11-28T11:15:17-07:00,Legal
11/28/2020 11:08,11/28/2020 11:16,100,464,TRUE,11/28/2020 11:16,R_265u6Blm6JQFY1B,39.03700256,-77.04119873,0.9,Male,,45-55,Black or African Am.,,>=Bachelor's degree,Yes,Conservative,1,Strongly agree,Treatment,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,78140,6d-66-98-bc-d9-a9-3d-7e-b1-2c-b5-a0-1f-d4-9b-2b,20902,Silver Spring,MD,United States,US,2020-11-28T11:16:10-07:00,Legal
11/28/2020 11:04,11/28/2020 11:17,100,733,TRUE,11/28/2020 11:17,R_2DZfokIbJ1TVImN,34.77290344,-112.4736023,0.9,Female,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,0,Strongly agree,Treatment,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,41046,99-0-30-a4-56-5d-5e-95-0-ae-d3-49-24-65-6c-b6,86323,Chino Valley,AZ,United States,US,2020-11-28T11:17:06-07:00,Legal
11/28/2020 11:05,11/28/2020 11:17,100,722,TRUE,11/28/2020 11:17,R_77JKVOaXa4Xiq1H,33.52310181,-84.35790253,0.9,Female,,45-55,Black or African Am.,,>=Bachelor's degree,Yes,Liberal,1,Somewhat agree,Placebo,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,94037,b3-1c-3e-7-cc-b2-da-bd-d9-7-94-5c-62-f1-41-ea,30236,Jonesboro,GA,United States,US,2020-11-28T11:17:11-07:00,Legal
11/28/2020 11:07,11/28/2020 11:18,100,636,TRUE,11/28/2020 11:18,R_2OOskTroIbXViDP,28.02059937,-82.45739746,0.9,Male,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Somewhat agree,Placebo,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,94169,ef-0-a5-f0-87-31-b8-1a-c8-34-d9-ad-1e-ff-9c-83,33604,Tampa,FL,United States,US,2020-11-28T11:18:20-07:00,Legal
11/28/2020 11:10,11/28/2020 11:19,100,594,TRUE,11/28/2020 11:19,R_3Odb9Sg0zq6lgJU,37.33920288,-77.41750336,0.9,Female,,45-55,White/Caucasian,,Some college,Yes,Liberal,0,Somewhat agree,Placebo,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,68003,9e-74-b2-54-e5-c3-97-62-e5-0-23-31-ee-d1-22-68,23831,Chester,VA,United States,US,2020-11-28T11:19:55-07:00,Legal
11/28/2020 11:08,11/28/2020 11:20,100,672,TRUE,11/28/2020 11:20,R_V2yQjwXd1Rfy0H7,39.07150269,-76.69629669,0.9,Female,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,1,Strongly agree,Placebo,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,75651,d8-e9-8e-2a-2c-43-7-44-72-9b-e3-0-49-8b-13-7b,21113,Odenton,MD,United States,US,2020-11-28T11:20:01-07:00,Legal
11/28/2020 11:11,11/28/2020 11:21,100,568,TRUE,11/28/2020 11:21,R_1IoWfFM5cUIhkCg,34.23190308,-84.16269684,0.9,Male,,45-55,Hispanic/Latino,,>=Bachelor's degree,Yes,Conservative,1,Strongly agree,Placebo,Strongly disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,92169,36-a1-ff-8d-f8-7a-20-b7-41-80-3f-f4-78-94-1a-69,30040,Cumming,GA,United States,US,2020-11-28T11:21:16-07:00,Legal
11/28/2020 11:11,11/28/2020 11:21,100,612,TRUE,11/28/2020 11:21,R_yw37fmdb9OJEWHf,38.40249634,-78.63210297,0.9,Female,,45-55,White/Caucasian,,High school,Yes,Liberal,1,Strongly agree,Placebo,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,74927,ba-6c-ff-d5-11-5e-e-9e-c7-bb-c3-87-79-21-69-55,22827,Elkton,VA,United States,US,2020-11-28T11:21:38-07:00,Legal
11/28/2020 11:05,11/28/2020 11:22,100,1029,TRUE,11/28/2020 11:22,R_3dQW9FppWqKU1uY,34.05439758,-118.2440033,0.9,Male,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,1,Strongly agree,Treatment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,13378,ec-32-b0-5b-61-81-98-94-bc-2b-51-6f-96-c3-36-23,90009,Los Angeles,CA,United States,US,2020-11-28T11:22:59-07:00,Legal
11/28/2020 11:10,11/28/2020 11:23,100,756,TRUE,11/28/2020 11:23,R_W2tOeyUiw0a4uPv,29.52099609,-98.36199951,0.9,Male,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Somewhat agree,Treatment,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,23259,9b-c9-48-77-de-9d-ad-ce-21-b5-a-d6-e1-38-df-9e,78239,San Antonio,TX,United States,US,2020-11-28T11:23:11-07:00,Legal
11/28/2020 11:05,11/28/2020 11:23,100,1114,TRUE,11/28/2020 11:23,R_ebAmXd7EMHoSvLz,44.88650513,-68.71720123,0.9,Male,,45-55,Black or African Am.,,>=Bachelor's degree,Yes,Liberal,0,Somewhat agree,Treatment,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,71250,a2-8f-16-13-82-c6-94-18-36-1-4f-4f-97-ea-91-9d,4473,Orono,ME,United States,US,2020-11-28T11:23:41-07:00,Legal
11/28/2020 11:06,11/28/2020 11:25,100,1140,TRUE,11/28/2020 11:25,R_WunQuBbZmzws0E1,34.05439758,-118.2440033,0.9,Male,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,1,Strongly agree,Treatment,Strongly agree,Strongly agree,Strongly agree,Strongly agree,29471,50-67-26-2a-d5-b9-74-4-8-5e-1f-8e-95-b7-82-a3,90009,Los Angeles,CA,United States,US,2020-11-28T11:25:01-07:00,Legal
11/28/2020 11:04,11/28/2020 11:25,100,1271,TRUE,11/28/2020 11:25,R_3fPM168net9zh8v,44.90049744,-93.28849792,0.7,Female,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Conservative,1,Somewhat agree,Treatment,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,92324,c-92-e9-e6-8e-96-a9-1e-a7-82-5c-fb-4a-f3-e2-36,55410,Minneapolis,MN,United States,US,2020-11-28T11:25:36-07:00,Legal
11/28/2020 11:05,11/28/2020 11:25,100,1192,TRUE,11/28/2020 11:25,R_1PSm7nWObOkudG3,34.05439758,-118.2440033,0.9,Female,,45-55,White/Caucasian,,>=Bachelor's degree,Yes,Liberal,1,Strongly agree,Placebo,Strongly agree,Strongly agree,Strongly agree,Strongly agree,68780,6e-5c-c8-6a-56-57-7f-d5-97-3a-4f-86-6a-95-94-e9,90009,Los Angeles,CA,United States,US,2020-11-28T11:25:44-07:00,Legal
